User,Date,ID,Likes,Replies,Retweets,Source of Tweet,User Tweet Count,User Follower Count,Automated User,Verified User,Language,Tweet,Conversation,rootId
voidfinality,2022-05-10 05:28:21+00:00,1523897711312973824,0,0,0,Twitter for iPhone,10782,725,,0,en,"@Motivatingjean I’m grateful I’m still buying $LUNA with whatever I got, maybe I’m the only one","['⚔️ MJ: I literally just wnna give away some $LUNA to my people 🌖❤️ in hopes to make their day. ☀️   Write 3 things you’re grateful for, when the comments hit 100 the giveaway will begin! LFG! 💬 now! 👇👇👇👇#Terra #LunaTics #LFG', 'voidfinality: @Motivatingjean I’m grateful I’m still buying $LUNA with whatever I got, maybe I’m the only one']",1523812902586646528
Kennydewanto,2022-05-10 03:42:32+00:00,1523871082880532483,0,0,0,Twitter for iPhone,285,102,,0,en,@Motivatingjean i am grateful survived till this day  i am grateful for still hodlin on  i am grateful for given the second chance to stack my luna bags 🌘,"['⚔️ MJ: I literally just wnna give away some $LUNA to my people 🌖❤️ in hopes to make their day. ☀️   Write 3 things you’re grateful for, when the comments hit 100 the giveaway will begin! LFG! 💬 now! 👇👇👇👇#Terra #LunaTics #LFG', 'Kennardi Dewanto: @Motivatingjean i am grateful survived till this day  i am grateful for still hodlin on  i am grateful for given the second chance to stack my luna bags 🌘']",1523812902586646528
PrairieCap,2022-05-10 03:18:03+00:00,1523864918415618048,3,0,1,Twitter for iPhone,259,37,,0,en,"@Motivatingjean I’m grateful for the Luna Twitter spaces and ultimately the community coming together, the dip shining a light on all the toxic btc maxis who want to see a great project fail, and lastly I’m grateful for my health. Stay strong frens","['⚔️ MJ: I literally just wnna give away some $LUNA to my people 🌖❤️ in hopes to make their day. ☀️   Write 3 things you’re grateful for, when the comments hit 100 the giveaway will begin! LFG! 💬 now! 👇👇👇👇#Terra #LunaTics #LFG', 'det: @Motivatingjean I’m grateful for the Luna Twitter spaces and ultimately the community coming together, the dip shining a light on all the toxic btc maxis who want to see a great project fail, and lastly I’m grateful for my health. Stay strong frens']",1523812902586646528
misiurr,2022-05-10 02:47:37+00:00,1523857260803411969,0,0,0,Twitter Web App,2,1,,0,en,@Motivatingjean 1. Spring  2. Pizza 3. Free Luna,"['⚔️ MJ: I literally just wnna give away some $LUNA to my people 🌖❤️ in hopes to make their day. ☀️   Write 3 things you’re grateful for, when the comments hit 100 the giveaway will begin! LFG! 💬 now! 👇👇👇👇#Terra #LunaTics #LFG', 'Jan Misiurek: @Motivatingjean 1. Spring  2. Pizza 3. Free Luna']",1523812902586646528
ss7945652,2022-05-10 02:32:40+00:00,1523853496889475072,0,0,0,Twitter for Android,15646,259,,0,en,@Motivatingjean I believe in terra community .. some fud spreading about luna bywhich luna going down but i believe this it will be recovery soon,"['⚔️ MJ: I literally just wnna give away some $LUNA to my people 🌖❤️ in hopes to make their day. ☀️   Write 3 things you’re grateful for, when the comments hit 100 the giveaway will begin! LFG! 💬 now! 👇👇👇👇#Terra #LunaTics #LFG', 'sonu singh(💙,💛)| swash.bnb: @Motivatingjean I believe in terra community .. some fud spreading about luna bywhich luna going down but i believe this it will be recovery soon']",1523812902586646528
MLJHernandez,2022-05-10 02:08:10+00:00,1523847333162541056,1,0,0,Twitter for Android,4465,95,,0,en,"@Motivatingjean I think I'm grateful that today's loss won't impact my life. It's really tough, but I have a roof over my head and food in my plate. The future will tell how the $Luna story goes on","['⚔️ MJ: I literally just wnna give away some $LUNA to my people 🌖❤️ in hopes to make their day. ☀️   Write 3 things you’re grateful for, when the comments hit 100 the giveaway will begin! LFG! 💬 now! 👇👇👇👇#Terra #LunaTics #LFG', ""Luciano Hernández: @Motivatingjean I think I'm grateful that today's loss won't impact my life. It's really tough, but I have a roof over my head and food in my plate. The future will tell how the $Luna story goes on""]",1523812902586646528
TerpFarts,2022-05-10 02:02:06+00:00,1523845804707827712,0,0,0,Twitter for Android,164,7,,0,en,"@Motivatingjean I'm grateful for Luna bringing my family closer together, learning finance, for the fortune this will bring as we load the boat and the community that stands behind all these projects. Luna is here to last, these waves shall pass","['⚔️ MJ: I literally just wnna give away some $LUNA to my people 🌖❤️ in hopes to make their day. ☀️   Write 3 things you’re grateful for, when the comments hit 100 the giveaway will begin! LFG! 💬 now! 👇👇👇👇#Terra #LunaTics #LFG', ""TerpFarts: @Motivatingjean I'm grateful for Luna bringing my family closer together, learning finance, for the fortune this will bring as we load the boat and the community that stands behind all these projects. Luna is here to last, these waves shall pass""]",1523812902586646528
Diggity0dank,2022-05-10 01:40:19+00:00,1523840324023508992,1,0,0,Twitter for iPhone,766,38,,0,en,"@Motivatingjean I’m grateful for my life, my girlfriend, and that I had most of my savings in ust on anchor instead of in Luna. But I sure hope ust is safe and I’ll be able to withdraw it at full value if I wait out the storm a while…","['⚔️ MJ: I literally just wnna give away some $LUNA to my people 🌖❤️ in hopes to make their day. ☀️   Write 3 things you’re grateful for, when the comments hit 100 the giveaway will begin! LFG! 💬 now! 👇👇👇👇#Terra #LunaTics #LFG', 'Diggity: @Motivatingjean I’m grateful for my life, my girlfriend, and that I had most of my savings in ust on anchor instead of in Luna. But I sure hope ust is safe and I’ll be able to withdraw it at full value if I wait out the storm a while…']",1523812902586646528
bunnyhop44,2022-05-10 01:38:42+00:00,1523839917960294400,1,0,0,Twitter for iPhone,1418,176,,0,en,@Motivatingjean (1) I am grateful for good health  (2) I am grateful for the beauties of nature  (3) I am grateful for the lesson I learned from LUNA today about leverage and profit taking,"['⚔️ MJ: I literally just wnna give away some $LUNA to my people 🌖❤️ in hopes to make their day. ☀️   Write 3 things you’re grateful for, when the comments hit 100 the giveaway will begin! LFG! 💬 now! 👇👇👇👇#Terra #LunaTics #LFG', 'bunnyhop: @Motivatingjean (1) I am grateful for good health  (2) I am grateful for the beauties of nature  (3) I am grateful for the lesson I learned from LUNA today about leverage and profit taking']",1523812902586646528
LunaRickCrypto,2022-05-10 01:28:23+00:00,1523837319983386627,1,0,0,Twitter Web App,2021,338,,0,en,"@Motivatingjean The luna community, twitter, having food on my table.","['⚔️ MJ: I literally just wnna give away some $LUNA to my people 🌖❤️ in hopes to make their day. ☀️   Write 3 things you’re grateful for, when the comments hit 100 the giveaway will begin! LFG! 💬 now! 👇👇👇👇#Terra #LunaTics #LFG', 'Rick 🐁: @Motivatingjean The luna community, twitter, having food on my table.']",1523812902586646528
greenapplecrumb,2022-05-10 01:15:30+00:00,1523834080399437828,0,0,0,Twitter for iPhone,228,61,,0,en,@Motivatingjean i am grateful to have not been liquidated yet  i am grateful for Luna  i am grateful to be alive,"['⚔️ MJ: I literally just wnna give away some $LUNA to my people 🌖❤️ in hopes to make their day. ☀️   Write 3 things you’re grateful for, when the comments hit 100 the giveaway will begin! LFG! 💬 now! 👇👇👇👇#Terra #LunaTics #LFG', 'Greenapplecrunch: @Motivatingjean i am grateful to have not been liquidated yet  i am grateful for Luna  i am grateful to be alive']",1523812902586646528
julianmfeldman,2022-05-10 01:11:27+00:00,1523833058650062849,0,0,0,Twitter Web App,1389,154,,0,en,@Motivatingjean I am grateful my dad taught me about the federal reserve when i was a kid. Im grateful for my baby daughter and not being dumb enough to put away dollars for a college fund to waste her time(she has her own crypto wallet already)  Im grateful for my fellow LUNA and UST hodlers.,"['⚔️ MJ: I literally just wnna give away some $LUNA to my people 🌖❤️ in hopes to make their day. ☀️   Write 3 things you’re grateful for, when the comments hit 100 the giveaway will begin! LFG! 💬 now! 👇👇👇👇#Terra #LunaTics #LFG', 'The Cryptonnecter: @Motivatingjean I am grateful my dad taught me about the federal reserve when i was a kid. Im grateful for my baby daughter and not being dumb enough to put away dollars for a college fund to waste her time(she has her own crypto wallet already)  Im grateful for my fellow LUNA and UST hodlers.']",1523812902586646528
kryptosaurus1,2022-05-10 01:11:17+00:00,1523833016841564160,0,0,0,Twitter Web App,898,68,,0,en,@Motivatingjean I’m grateful for having a shelter.  I’m grateful for having my dog that doesn't leave me during the dip   I’m grateful I can dip some free $LUNA,"['⚔️ MJ: I literally just wnna give away some $LUNA to my people 🌖❤️ in hopes to make their day. ☀️   Write 3 things you’re grateful for, when the comments hit 100 the giveaway will begin! LFG! 💬 now! 👇👇👇👇#Terra #LunaTics #LFG', ""Kryptosaurus: @Motivatingjean I’m grateful for having a shelter.  I’m grateful for having my dog that doesn't leave me during the dip   I’m grateful I can dip some free $LUNA""]",1523812902586646528
BabuTalak,2022-05-10 01:08:51+00:00,1523832403529461760,0,0,0,Twitter for iPhone,4341,230,,0,en,"@Motivatingjean Greatful for strong Luna community, for this life and thankful to god for the Network congestion which helped me survived liquidation even at 115% and saved some Luna 😅😅, at least for the time being","['⚔️ MJ: I literally just wnna give away some $LUNA to my people 🌖❤️ in hopes to make their day. ☀️   Write 3 things you’re grateful for, when the comments hit 100 the giveaway will begin! LFG! 💬 now! 👇👇👇👇#Terra #LunaTics #LFG', 'Pixtro 🌖: @Motivatingjean Greatful for strong Luna community, for this life and thankful to god for the Network congestion which helped me survived liquidation even at 115% and saved some Luna 😅😅, at least for the time being']",1523812902586646528
CryptoCorgiTed,2022-05-10 01:04:03+00:00,1523831196014333952,7,1,0,Twitter for iPhone,1380,411,,0,en,@Motivatingjean Grateful for Ted being by my side thru thick and thin $luna https://t.co/Uoaqv1uWQV,"['⚔️ MJ: I literally just wnna give away some $LUNA to my people 🌖❤️ in hopes to make their day. ☀️   Write 3 things you’re grateful for, when the comments hit 100 the giveaway will begin! LFG! 💬 now! 👇👇👇👇#Terra #LunaTics #LFG', 'TedTheCorgi: @Motivatingjean Grateful for Ted being by my side thru thick and thin $luna https://t.co/Uoaqv1uWQV']",1523812902586646528
BlackOut_nft,2022-05-10 00:03:52+00:00,1523816051892375552,4,0,0,Twitter Web App,375,103,,0,en,"@Motivatingjean (1) I am grateful for waking up every morning ( don't judge, it's the little things that count)  (2) I am grateful for discovering $luna, even at times like this, I see them as opportunities   (3) I am grateful for having loving parents","['⚔️ MJ: I literally just wnna give away some $LUNA to my people 🌖❤️ in hopes to make their day. ☀️   Write 3 things you’re grateful for, when the comments hit 100 the giveaway will begin! LFG! 💬 now! 👇👇👇👇#Terra #LunaTics #LFG', ""BlackOut 👑: @Motivatingjean (1) I am grateful for waking up every morning ( don't judge, it's the little things that count)  (2) I am grateful for discovering $luna, even at times like this, I see them as opportunities   (3) I am grateful for having loving parents""]",1523812902586646528
PhilonousHylas,2022-05-11 11:27:39+00:00,1524350517257850881,6,7,2,Twitter for Android,709,14,,0,en,@GCRClassic I lost my life's savings buying luna last night at 10. 50k to basically zero . I am a complete total fucking idiot,"[""GCR: LUNA down 50% in a day;  good place to take profit at $33  Outlook hasnt changed, but doesn't matter if I bank 16.5 million versus 20m when bet expires  Trying to squeeze every last cent out of a trade is a cardinal sin of trading  I hope for the best for the LUNATIC community"", ""William Hatterson: @GCRClassic I lost my life's savings buying luna last night at 10. 50k to basically zero . I am a complete total fucking idiot""]",1523811739808288768
aspirant_monk,2022-05-10 07:11:49+00:00,1523923747559731202,0,0,0,Twitter for Android,780,32,,0,en,@GCRClassic glad i sold $luna few days ago and moved to $fufi,"[""GCR: LUNA down 50% in a day;  good place to take profit at $33  Outlook hasnt changed, but doesn't matter if I bank 16.5 million versus 20m when bet expires  Trying to squeeze every last cent out of a trade is a cardinal sin of trading  I hope for the best for the LUNATIC community"", 'Son of buddha: @GCRClassic glad i sold $luna few days ago and moved to $fufi']",1523811739808288768
josephnunda2,2022-05-10 06:20:19+00:00,1523910789270323200,0,0,0,Twitter for Android,1597,124,,0,en,@GCRClassic Those with the discipline to keep their #USDT safe have really made a kill in a #LUNA 30MIN bounce. From 23.6 to current price,"[""GCR: LUNA down 50% in a day;  good place to take profit at $33  Outlook hasnt changed, but doesn't matter if I bank 16.5 million versus 20m when bet expires  Trying to squeeze every last cent out of a trade is a cardinal sin of trading  I hope for the best for the LUNATIC community"", 'joe: @GCRClassic Those with the discipline to keep their #USDT safe have really made a kill in a #LUNA 30MIN bounce. From 23.6 to current price']",1523811739808288768
GCRClassic,2022-05-10 00:16:17+00:00,1523819177412378625,2746,153,240,Twitter Web App,745,166680,,0,en,"A final note   Many of the wealthiest people I met from this cycle, often told me they were completely obliterated in 2017 and 2018;  they learned from it, and defi summer was kind to them  You will have another chance  Final LUNA position as I fully close this https://t.co/6U1Z4fcRbw","[""GCR: LUNA down 50% in a day;  good place to take profit at $33  Outlook hasnt changed, but doesn't matter if I bank 16.5 million versus 20m when bet expires  Trying to squeeze every last cent out of a trade is a cardinal sin of trading  I hope for the best for the LUNATIC community"", 'GCR: A final note   Many of the wealthiest people I met from this cycle, often told me they were completely obliterated in 2017 and 2018;  they learned from it, and defi summer was kind to them  You will have another chance  Final LUNA position as I fully close this https://t.co/6U1Z4fcRbw']",1523811739808288768
ogPokerPlayer,2022-05-09 23:54:59+00:00,1523813816928247809,1,0,0,Twitter Web App,52,20,,0,en,"@GCRClassic The LPs will get their hands full of UST and their only way to exit in the end is to trade it for LUNA and then sell of the LUNA, isnt this coin going STRAIGHT to goblin town and further?","[""GCR: LUNA down 50% in a day;  good place to take profit at $33  Outlook hasnt changed, but doesn't matter if I bank 16.5 million versus 20m when bet expires  Trying to squeeze every last cent out of a trade is a cardinal sin of trading  I hope for the best for the LUNATIC community"", 'Perpetual Gambler: @GCRClassic The LPs will get their hands full of UST and their only way to exit in the end is to trade it for LUNA and then sell of the LUNA, isnt this coin going STRAIGHT to goblin town and further?']",1523811739808288768
JannoyOrder66,2022-05-09 23:48:57+00:00,1523812297143160834,1,0,0,Twitter for Android,10668,489,,0,en,@GCRClassic Applying for food stamps as a Luna holder,"[""GCR: LUNA down 50% in a day;  good place to take profit at $33  Outlook hasnt changed, but doesn't matter if I bank 16.5 million versus 20m when bet expires  Trying to squeeze every last cent out of a trade is a cardinal sin of trading  I hope for the best for the LUNATIC community"", 'Revanchist Liquidation: @GCRClassic Applying for food stamps as a Luna holder']",1523811739808288768
Dsdave999,2022-05-12 15:04:30+00:00,1524767480756916224,1,0,0,Twitter for Android,1604,134,,0,en,@PhilonousHylas @GCRClassic Bad luck William. I hope Luna bounces back for you and all the other burned people.,"[""GCR: LUNA down 50% in a day;  good place to take profit at $33  Outlook hasnt changed, but doesn't matter if I bank 16.5 million versus 20m when bet expires  Trying to squeeze every last cent out of a trade is a cardinal sin of trading  I hope for the best for the LUNATIC community"", ""William Hatterson: @GCRClassic I lost my life's savings buying luna last night at 10. 50k to basically zero . I am a complete total fucking idiot"", 'David Rowland: @PhilonousHylas @GCRClassic Bad luck William. I hope Luna bounces back for you and all the other burned people.']",1523811739808288768
1ZenXXX,2022-05-11 05:09:58+00:00,1524255473561739264,0,0,0,Twitter for iPhone,421,122,,0,en,@GCRClassic probably gcr with luna rn at 10$,"[""GCR: LUNA down 50% in a day;  good place to take profit at $33  Outlook hasnt changed, but doesn't matter if I bank 16.5 million versus 20m when bet expires  Trying to squeeze every last cent out of a trade is a cardinal sin of trading  I hope for the best for the LUNATIC community"", 'GCR: A final note   Many of the wealthiest people I met from this cycle, often told me they were completely obliterated in 2017 and 2018;  they learned from it, and defi summer was kind to them  You will have another chance  Final LUNA position as I fully close this https://t.co/6U1Z4fcRbw', 'Zen: @GCRClassic probably gcr with luna rn at 10$']",1523811739808288768
enthucutlet420,2022-05-10 16:07:26+00:00,1524058539630600193,1,1,0,Twitter for Android,1219,88,,0,en,"@GCRClassic Can someone explain the math on this? How are the profits at $6M+ with 12540 LUNA? The difference between open and mark prices is 64, 64x12540=802,560?","[""GCR: LUNA down 50% in a day;  good place to take profit at $33  Outlook hasnt changed, but doesn't matter if I bank 16.5 million versus 20m when bet expires  Trying to squeeze every last cent out of a trade is a cardinal sin of trading  I hope for the best for the LUNATIC community"", 'GCR: A final note   Many of the wealthiest people I met from this cycle, often told me they were completely obliterated in 2017 and 2018;  they learned from it, and defi summer was kind to them  You will have another chance  Final LUNA position as I fully close this https://t.co/6U1Z4fcRbw', 'enthu cutlet |3,3|: @GCRClassic Can someone explain the math on this? How are the profits at $6M+ with 12540 LUNA? The difference between open and mark prices is 64, 64x12540=802,560?']",1523811739808288768
mmagca1YPjkBD6g,2022-05-10 02:49:46+00:00,1523857801864691714,0,0,0,Twitter Web App,897,82,,0,en,@GCRClassic He says buy LUNA now and sell again later,"[""GCR: LUNA down 50% in a day;  good place to take profit at $33  Outlook hasnt changed, but doesn't matter if I bank 16.5 million versus 20m when bet expires  Trying to squeeze every last cent out of a trade is a cardinal sin of trading  I hope for the best for the LUNATIC community"", 'GCR: A final note   Many of the wealthiest people I met from this cycle, often told me they were completely obliterated in 2017 and 2018;  they learned from it, and defi summer was kind to them  You will have another chance  Final LUNA position as I fully close this https://t.co/6U1Z4fcRbw', 'りえ。: @GCRClassic He says buy LUNA now and sell again later']",1523811739808288768
illymase,2022-05-10 00:55:08+00:00,1523828954570047488,0,0,0,Twitter for Android,955,92,,0,en,"@GCRClassic Great trade, macro timing was perfect. All those luna holders that got crushed or liquidated today so whales could put kwon back in his place. Big dreamers thinking about attempting greatness, tuck your dick back between your legs, wake up, your shift at target starts in an hour.","[""GCR: LUNA down 50% in a day;  good place to take profit at $33  Outlook hasnt changed, but doesn't matter if I bank 16.5 million versus 20m when bet expires  Trying to squeeze every last cent out of a trade is a cardinal sin of trading  I hope for the best for the LUNATIC community"", 'GCR: A final note   Many of the wealthiest people I met from this cycle, often told me they were completely obliterated in 2017 and 2018;  they learned from it, and defi summer was kind to them  You will have another chance  Final LUNA position as I fully close this https://t.co/6U1Z4fcRbw', 'willymase (bro/cuz): @GCRClassic Great trade, macro timing was perfect. All those luna holders that got crushed or liquidated today so whales could put kwon back in his place. Big dreamers thinking about attempting greatness, tuck your dick back between your legs, wake up, your shift at target starts in an hour.']",1523811739808288768
Mo_Semx,2022-05-10 00:27:42+00:00,1523822047733817344,0,1,0,Twitter Web App,305,35,,0,en,"@GCRClassic Beast of beasts, Slayed LUNA","[""GCR: LUNA down 50% in a day;  good place to take profit at $33  Outlook hasnt changed, but doesn't matter if I bank 16.5 million versus 20m when bet expires  Trying to squeeze every last cent out of a trade is a cardinal sin of trading  I hope for the best for the LUNATIC community"", 'GCR: A final note   Many of the wealthiest people I met from this cycle, often told me they were completely obliterated in 2017 and 2018;  they learned from it, and defi summer was kind to them  You will have another chance  Final LUNA position as I fully close this https://t.co/6U1Z4fcRbw', 'Apollo: @GCRClassic Beast of beasts, Slayed LUNA']",1523811739808288768
spaceshilla,2022-05-10 04:30:22+00:00,1523883117592858624,2,1,0,Twitter for Android,9414,146,,0,en,@DylanLeClair_ I have never seen a project as stupid as $luna in my life.,"['Dylan LeClair 🟠: Not to beat a dead horse here, but the marketcap of UST is now $16.2b while the marketcap of LUNA is $13b.', 'Spaceshilla: @DylanLeClair_ I have never seen a project as stupid as $luna in my life.']",1523811469166616577
jacksoncyj,2022-05-10 01:17:10+00:00,1523834497522884608,0,1,0,Twitter for Android,5964,101,,0,en,@DylanLeClair_ $luna will dump and dump their BTC and we will go to 10k ... Not to beat a dead horse here ...,"['Dylan LeClair 🟠: Not to beat a dead horse here, but the marketcap of UST is now $16.2b while the marketcap of LUNA is $13b.', 'Jack Menz 🛸: @DylanLeClair_ $luna will dump and dump their BTC and we will go to 10k ... Not to beat a dead horse here ...']",1523811469166616577
jnasty_btc,2022-05-10 01:02:19+00:00,1523830762163761154,0,1,0,Twitter for iPhone,7654,950,,0,en,@DylanLeClair_ Market cap doesn’t matter. Simply whether or not people will redeem UST for Luna and vice versa. That confidence is certainly being tested.,"['Dylan LeClair 🟠: Not to beat a dead horse here, but the marketcap of UST is now $16.2b while the marketcap of LUNA is $13b.', 'jnasty 🐂: @DylanLeClair_ Market cap doesn’t matter. Simply whether or not people will redeem UST for Luna and vice versa. That confidence is certainly being tested.']",1523811469166616577
BoilerBitRoom,2022-05-10 00:57:15+00:00,1523829486512484352,7,1,0,Twitter Web App,5412,2043,,0,en,@DylanLeClair_ At what point does @stablekwon just rug Luna and keep the bitcoin?,"['Dylan LeClair 🟠: Not to beat a dead horse here, but the marketcap of UST is now $16.2b while the marketcap of LUNA is $13b.', 'BoilerRoom: @DylanLeClair_ At what point does @stablekwon just rug Luna and keep the bitcoin?']",1523811469166616577
Matt51459838,2022-05-10 00:02:12+00:00,1523815632998780928,0,2,0,Twitter for iPhone,9799,239,,0,en,@DylanLeClair_ How low can bitcoin go off this Luna dump?,"['Dylan LeClair 🟠: Not to beat a dead horse here, but the marketcap of UST is now $16.2b while the marketcap of LUNA is $13b.', 'Matt: @DylanLeClair_ How low can bitcoin go off this Luna dump?']",1523811469166616577
mayanmarketer69,2022-05-09 23:46:37+00:00,1523811711282733056,4,1,0,Twitter Web App,739,234,,0,en,@DylanLeClair_ Rn deciding between running away with the $BTC or dumping it in hopes of saving the entire $LUNA ecosystem,"['Dylan LeClair 🟠: Not to beat a dead horse here, but the marketcap of UST is now $16.2b while the marketcap of LUNA is $13b.', 'Mayan: @DylanLeClair_ Rn deciding between running away with the $BTC or dumping it in hopes of saving the entire $LUNA ecosystem']",1523811469166616577
CryptoKingJ1,2022-05-09 23:45:49+00:00,1523811508186091520,2,0,0,Twitter Web App,557,55,,0,en,@MoonOverlord LUNA is the sacrifice to save this crypto market,"['moon: LUNA IS GOING TO ACTUAL ZERO', 'CryptoJoker🔺: @MoonOverlord LUNA is the sacrifice to save this crypto market']",1523811259317059584
payraw,2022-05-09 23:45:36+00:00,1523811455098839043,8,2,1,Twitter Web App,28607,8835,,0,en,"@MoonOverlord u see azuki bro, its worse than luna","['moon: LUNA IS GOING TO ACTUAL ZERO', 'payraw.eth 🅱️: @MoonOverlord u see azuki bro, its worse than luna']",1523811259317059584
